id,visit_date,visit_datetime,reserve_datetime,reserve_visitors
632ba66e1f75aa28,1/22/2016,1/22/2016 20:00,1/21/2016 16:00,2
db80363d35f10926,1/22/2016,1/22/2016 21:00,1/20/2016 12:00,2
db80363d35f10926,1/23/2016,1/23/2016 1:00,1/18/2016 18:00,4
db80363d35f10926,1/23/2016,1/23/2016 1:00,1/19/2016 20:00,7
24b9b2a020826ede,1/23/2016,1/23/2016 16:00,1/9/2016 17:00,3
24b9b2a020826ede,1/23/2016,1/23/2016 16:00,1/12/2016 17:00,2
24b9b2a020826ede,1/23/2016,1/23/2016 16:00,1/19/2016 17:00,5
24b9b2a020826ede,1/23/2016,1/23/2016 16:00,1/7/2016 19:00,15
24b9b2a020826ede,1/23/2016,1/23/2016 16:00,1/20/2016 13:00,6
24b9b2a020826ede,1/23/2016,1/23/2016 16:00,1/22/2016 16:00,2
24b9b2a020826ede,1/23/2016,1/23/2016 16:00,1/4/2016 20:00,6
db80363d35f10926,1/23/2016,1/23/2016 19:00,1/20/2016 21:00,2
3cad29d1a23209d2,1/23/2016,1/23/2016 21:00,1/11/2016 19:00,4
3cad29d1a23209d2,1/23/2016,1/23/2016 22:00,1/9/2016 21:00,3
632ba66e1f75aa28,1/24/2016,1/24/2016 1:00,1/23/2016 23:00,4
24b9b2a020826ede,1/25/2016,1/25/2016 18:00,1/19/2016 21:00,4
3cad29d1a23209d2,1/25/2016,1/25/2016 19:00,1/23/2016 15:00,2
3cad29d1a23209d2,1/25/2016,1/25/2016 20:00,1/11/2016 13:00,2
3cad29d1a23209d2,1/25/2016,1/25/2016 20:00,1/14/2016 16:00,2
db80363d35f10926,1/25/2016,1/25/2016 22:00,1/8/2016 23:00,17
db80363d35f10926,1/25/2016,1/25/2016 22:00,1/25/2016 0:00,2
24b9b2a020826ede,1/26/2016,1/26/2016 17:00,1/21/2016 18:00,8
24b9b2a020826ede,1/26/2016,1/26/2016 17:00,1/10/2016 18:00,15
24b9b2a020826ede,1/26/2016,1/26/2016 17:00,1/14/2016 22:00,8
3cad29d1a23209d2,1/26/2016,1/26/2016 22:00,1/17/2016 14:00,8
3cad29d1a23209d2,1/26/2016,1/26/2016 23:00,1/19/2016 21:00,2
24b9b2a020826ede,1/27/2016,1/27/2016 15:00,1/19/2016 17:00,4
24b9b2a020826ede,1/27/2016,1/27/2016 15:00,1/27/2016 14:00,4
24b9b2a020826ede,1/27/2016,1/27/2016 15:00,1/17/2016 22:00,4
24b9b2a020826ede,1/27/2016,1/27/2016 15:00,1/26/2016 13:00,4
24b9b2a020826ede,1/27/2016,1/27/2016 15:00,1/25/2016 11:00,5
24b9b2a020826ede,1/27/2016,1/27/2016 15:00,1/15/2016 16:00,6
632ba66e1f75aa28,1/27/2016,1/27/2016 18:00,1/18/2016 18:00,2
632ba66e1f75aa28,1/27/2016,1/27/2016 18:00,1/27/2016 18:00,2
632ba66e1f75aa28,1/27/2016,1/27/2016 19:00,1/15/2016 19:00,4
632ba66e1f75aa28,1/27/2016,1/27/2016 20:00,1/27/2016 19:00,2
3cad29d1a23209d2,1/27/2016,1/27/2016 21:00,1/27/2016 13:00,3
3cad29d1a23209d2,1/27/2016,1/27/2016 21:00,1/25/2016 23:00,2
db80363d35f10926,1/28/2016,1/28/2016 2:00,1/25/2016 14:00,2
24b9b2a020826ede,1/28/2016,1/28/2016 17:00,1/28/2016 15:00,2
f068442ebb6c246c,1/28/2016,1/28/2016 19:00,1/26/2016 17:00,3
3cad29d1a23209d2,1/28/2016,1/28/2016 22:00,1/21/2016 17:00,3
3cad29d1a23209d2,1/28/2016,1/28/2016 22:00,1/13/2016 15:00,4
3cad29d1a23209d2,1/28/2016,1/28/2016 22:00,1/19/2016 21:00,2
f068442ebb6c246c,1/29/2016,1/29/2016 17:00,1/13/2016 17:00,3
db80363d35f10926,1/29/2016,1/29/2016 19:00,1/27/2016 11:00,2
db80363d35f10926,1/29/2016,1/29/2016 19:00,1/29/2016 16:00,2
3cad29d1a23209d2,1/29/2016,1/29/2016 21:00,1/11/2016 0:00,2
3cad29d1a23209d2,1/29/2016,1/29/2016 21:00,1/29/2016 11:00,2
3cad29d1a23209d2,1/29/2016,1/29/2016 21:00,1/8/2016 19:00,9
24b9b2a020826ede,1/30/2016,1/30/2016 12:00,1/6/2016 17:00,3
24b9b2a020826ede,1/30/2016,1/30/2016 17:00,1/27/2016 2:00,7
24b9b2a020826ede,1/30/2016,1/30/2016 17:00,1/29/2016 20:00,2
24b9b2a020826ede,1/30/2016,1/30/2016 17:00,1/28/2016 18:00,3
24b9b2a020826ede,1/30/2016,1/30/2016 17:00,1/28/2016 20:00,12
db80363d35f10926,1/30/2016,1/30/2016 19:00,1/30/2016 18:00,2
db80363d35f10926,1/30/2016,1/30/2016 19:00,1/29/2016 0:00,2
db80363d35f10926,1/30/2016,1/30/2016 19:00,1/29/2016 20:00,4
db80363d35f10926,1/30/2016,1/30/2016 19:00,1/25/2016 21:00,5
3cad29d1a23209d2,1/30/2016,1/30/2016 21:00,1/14/2016 22:00,3
db80363d35f10926,1/30/2016,1/30/2016 21:00,1/26/2016 17:00,7
632ba66e1f75aa28,1/31/2016,1/31/2016 18:00,1/31/2016 17:00,4
632ba66e1f75aa28,1/31/2016,1/31/2016 18:00,1/31/2016 18:00,2
24b9b2a020826ede,2/1/2016,2/1/2016 17:00,1/29/2016 20:00,2
24b9b2a020826ede,2/1/2016,2/1/2016 17:00,1/30/2016 12:00,3
24b9b2a020826ede,2/3/2016,2/3/2016 19:00,2/2/2016 20:00,2
3cad29d1a23209d2,2/3/2016,2/3/2016 21:00,1/18/2016 18:00,2
db80363d35f10926,2/3/2016,2/3/2016 21:00,1/30/2016 8:00,3
3cad29d1a23209d2,2/3/2016,2/3/2016 22:00,1/19/2016 18:00,4
3cad29d1a23209d2,2/3/2016,2/3/2016 22:00,1/31/2016 13:00,3
db80363d35f10926,2/3/2016,2/3/2016 22:00,1/26/2016 17:00,15
24b9b2a020826ede,2/4/2016,2/4/2016 12:00,1/20/2016 20:00,2
24b9b2a020826ede,2/4/2016,2/4/2016 18:00,2/3/2016 21:00,8
24b9b2a020826ede,2/4/2016,2/4/2016 18:00,1/15/2016 16:00,13
db80363d35f10926,2/4/2016,2/4/2016 20:00,1/18/2016 20:00,13
3cad29d1a23209d2,2/4/2016,2/4/2016 22:00,2/4/2016 17:00,4
3cad29d1a23209d2,2/4/2016,2/4/2016 22:00,1/30/2016 20:00,3
3cad29d1a23209d2,2/4/2016,2/4/2016 22:00,1/7/2016 11:00,2
24b9b2a020826ede,2/5/2016,2/5/2016 17:00,2/1/2016 18:00,6
24b9b2a020826ede,2/5/2016,2/5/2016 17:00,1/26/2016 19:00,8
24b9b2a020826ede,2/5/2016,2/5/2016 17:00,2/5/2016 12:00,2
24b9b2a020826ede,2/5/2016,2/5/2016 17:00,2/3/2016 20:00,3
24b9b2a020826ede,2/5/2016,2/5/2016 17:00,2/3/2016 22:00,4
db80363d35f10926,2/5/2016,2/5/2016 18:00,1/26/2016 18:00,8
632ba66e1f75aa28,2/5/2016,2/5/2016 19:00,2/3/2016 18:00,4
632ba66e1f75aa28,2/5/2016,2/5/2016 19:00,2/5/2016 18:00,2
db80363d35f10926,2/5/2016,2/5/2016 19:00,1/25/2016 23:00,7
632ba66e1f75aa28,2/5/2016,2/5/2016 20:00,2/4/2016 19:00,3
3cad29d1a23209d2,2/5/2016,2/5/2016 21:00,1/7/2016 16:00,3
24b9b2a020826ede,2/6/2016,2/6/2016 17:00,2/5/2016 23:00,2
24b9b2a020826ede,2/6/2016,2/6/2016 17:00,1/20/2016 20:00,7
24b9b2a020826ede,2/6/2016,2/6/2016 17:00,2/4/2016 19:00,14
24b9b2a020826ede,2/6/2016,2/6/2016 17:00,2/3/2016 22:00,2
24b9b2a020826ede,2/6/2016,2/6/2016 17:00,1/21/2016 20:00,4
632ba66e1f75aa28,2/6/2016,2/6/2016 18:00,1/22/2016 17:00,3
db80363d35f10926,2/6/2016,2/6/2016 18:00,2/4/2016 16:00,2
db80363d35f10926,2/6/2016,2/6/2016 19:00,2/6/2016 17:00,2
db80363d35f10926,2/6/2016,2/6/2016 19:00,2/2/2016 23:00,4
3cad29d1a23209d2,2/6/2016,2/6/2016 20:00,2/2/2016 20:00,6
3cad29d1a23209d2,2/6/2016,2/6/2016 20:00,1/11/2016 18:00,2
3cad29d1a23209d2,2/6/2016,2/6/2016 20:00,1/5/2016 11:00,3
3cad29d1a23209d2,2/6/2016,2/6/2016 20:00,2/4/2016 19:00,2
db80363d35f10926,2/6/2016,2/6/2016 20:00,1/29/2016 21:00,2
632ba66e1f75aa28,2/7/2016,2/7/2016 20:00,2/6/2016 20:00,2
3cad29d1a23209d2,2/7/2016,2/7/2016 22:00,2/7/2016 17:00,2
3cad29d1a23209d2,2/7/2016,2/7/2016 22:00,1/19/2016 23:00,3
db80363d35f10926,2/7/2016,2/7/2016 22:00,2/6/2016 19:00,6
db80363d35f10926,2/7/2016,2/7/2016 22:00,2/6/2016 2:00,10
db80363d35f10926,2/7/2016,2/7/2016 22:00,2/6/2016 20:00,6
24b9b2a020826ede,2/8/2016,2/8/2016 18:00,2/5/2016 18:00,5
3cad29d1a23209d2,2/8/2016,2/8/2016 19:00,1/28/2016 18:00,2
3cad29d1a23209d2,2/8/2016,2/8/2016 19:00,1/25/2016 20:00,2
db80363d35f10926,2/8/2016,2/8/2016 21:00,2/8/2016 0:00,2
db80363d35f10926,2/8/2016,2/8/2016 21:00,2/6/2016 14:00,2
24b9b2a020826ede,2/9/2016,2/9/2016 17:00,2/5/2016 14:00,2
24b9b2a020826ede,2/9/2016,2/9/2016 17:00,2/8/2016 12:00,3
24b9b2a020826ede,2/9/2016,2/9/2016 17:00,2/2/2016 19:00,18
24b9b2a020826ede,2/9/2016,2/9/2016 17:00,2/9/2016 16:00,4
24b9b2a020826ede,2/10/2016,2/10/2016 17:00,2/3/2016 14:00,7
24b9b2a020826ede,2/10/2016,2/10/2016 17:00,2/8/2016 20:00,4
24b9b2a020826ede,2/10/2016,2/10/2016 17:00,2/5/2016 17:00,4
24b9b2a020826ede,2/10/2016,2/10/2016 17:00,1/30/2016 9:00,7
24b9b2a020826ede,2/10/2016,2/10/2016 17:00,1/26/2016 18:00,18
24b9b2a020826ede,2/10/2016,2/10/2016 17:00,2/8/2016 18:00,6
24b9b2a020826ede,2/10/2016,2/10/2016 17:00,1/20/2016 14:00,6
632ba66e1f75aa28,2/10/2016,2/10/2016 18:00,2/8/2016 18:00,2
632ba66e1f75aa28,2/10/2016,2/10/2016 18:00,2/10/2016 17:00,2
db80363d35f10926,2/10/2016,2/10/2016 18:00,1/14/2016 16:00,8
db80363d35f10926,2/10/2016,2/10/2016 18:00,2/1/2016 13:00,2
3cad29d1a23209d2,2/10/2016,2/10/2016 19:00,1/28/2016 22:00,2
632ba66e1f75aa28,2/10/2016,2/10/2016 19:00,2/10/2016 15:00,2
3cad29d1a23209d2,2/10/2016,2/10/2016 20:00,2/10/2016 11:00,3
3cad29d1a23209d2,2/10/2016,2/10/2016 20:00,2/6/2016 11:00,2
db80363d35f10926,2/10/2016,2/10/2016 21:00,2/4/2016 21:00,2
632ba66e1f75aa28,2/11/2016,2/11/2016 18:00,2/11/2016 18:00,2
24b9b2a020826ede,2/11/2016,2/11/2016 19:00,2/8/2016 12:00,2
db80363d35f10926,2/11/2016,2/11/2016 19:00,1/30/2016 23:00,2
db80363d35f10926,2/11/2016,2/11/2016 19:00,1/12/2016 18:00,13
3cad29d1a23209d2,2/11/2016,2/11/2016 20:00,2/4/2016 21:00,3
3cad29d1a23209d2,2/11/2016,2/11/2016 20:00,2/7/2016 12:00,2
24b9b2a020826ede,2/12/2016,2/12/2016 18:00,2/9/2016 19:00,2
24b9b2a020826ede,2/12/2016,2/12/2016 18:00,2/11/2016 18:00,9
db80363d35f10926,2/12/2016,2/12/2016 18:00,2/11/2016 10:00,2
db80363d35f10926,2/12/2016,2/12/2016 18:00,2/10/2016 0:00,4
3cad29d1a23209d2,2/12/2016,2/12/2016 20:00,1/25/2016 9:00,5
3cad29d1a23209d2,2/12/2016,2/12/2016 20:00,2/1/2016 23:00,3
3cad29d1a23209d2,2/12/2016,2/12/2016 20:00,2/1/2016 11:00,3
632ba66e1f75aa28,2/13/2016,2/13/2016 0:00,2/12/2016 22:00,2
3cad29d1a23209d2,2/13/2016,2/13/2016 9:00,1/29/2016 23:00,2
632ba66e1f75aa28,2/13/2016,2/13/2016 16:00,2/9/2016 1:00,2
632ba66e1f75aa28,2/13/2016,2/13/2016 16:00,2/9/2016 1:00,2
632ba66e1f75aa28,2/13/2016,2/13/2016 16:00,2/9/2016 1:00,2
632ba66e1f75aa28,2/13/2016,2/13/2016 16:00,2/9/2016 1:00,3
632ba66e1f75aa28,2/13/2016,2/13/2016 16:00,2/11/2016 18:00,2
632ba66e1f75aa28,2/13/2016,2/13/2016 16:00,2/9/2016 1:00,2
632ba66e1f75aa28,2/13/2016,2/13/2016 16:00,2/9/2016 1:00,1
632ba66e1f75aa28,2/13/2016,2/13/2016 16:00,2/9/2016 1:00,3
632ba66e1f75aa28,2/13/2016,2/13/2016 16:00,2/9/2016 1:00,1
632ba66e1f75aa28,2/13/2016,2/13/2016 16:00,2/9/2016 1:00,1
632ba66e1f75aa28,2/13/2016,2/13/2016 16:00,2/9/2016 1:00,2
632ba66e1f75aa28,2/13/2016,2/13/2016 16:00,2/9/2016 1:00,2
632ba66e1f75aa28,2/13/2016,2/13/2016 16:00,2/9/2016 1:00,2
db80363d35f10926,2/13/2016,2/13/2016 18:00,2/11/2016 21:00,8
db80363d35f10926,2/13/2016,2/13/2016 19:00,2/13/2016 18:00,2
db80363d35f10926,2/13/2016,2/13/2016 19:00,2/5/2016 19:00,4
3cad29d1a23209d2,2/13/2016,2/13/2016 21:00,1/5/2016 11:00,2
3cad29d1a23209d2,2/13/2016,2/13/2016 22:00,2/5/2016 15:00,4
3cad29d1a23209d2,2/13/2016,2/13/2016 22:00,2/8/2016 13:00,6
db80363d35f10926,2/13/2016,2/13/2016 22:00,2/10/2016 1:00,12
db80363d35f10926,2/13/2016,2/13/2016 22:00,2/8/2016 0:00,8
db80363d35f10926,2/14/2016,2/14/2016 0:00,1/20/2016 0:00,7
632ba66e1f75aa28,2/14/2016,2/14/2016 13:00,2/9/2016 1:00,3
632ba66e1f75aa28,2/14/2016,2/14/2016 13:00,2/9/2016 1:00,3
632ba66e1f75aa28,2/14/2016,2/14/2016 13:00,2/9/2016 1:00,2
632ba66e1f75aa28,2/14/2016,2/14/2016 13:00,2/9/2016 1:00,2
632ba66e1f75aa28,2/14/2016,2/14/2016 13:00,2/9/2016 1:00,3
632ba66e1f75aa28,2/14/2016,2/14/2016 13:00,2/9/2016 1:00,2
632ba66e1f75aa28,2/14/2016,2/14/2016 13:00,2/9/2016 1:00,2
632ba66e1f75aa28,2/14/2016,2/14/2016 13:00,2/9/2016 1:00,2
632ba66e1f75aa28,2/14/2016,2/14/2016 13:00,2/9/2016 1:00,2
632ba66e1f75aa28,2/14/2016,2/14/2016 13:00,2/9/2016 1:00,2
3cad29d1a23209d2,2/14/2016,2/14/2016 20:00,1/25/2016 11:00,3
3cad29d1a23209d2,2/14/2016,2/14/2016 20:00,1/10/2016 21:00,2
3cad29d1a23209d2,2/14/2016,2/14/2016 20:00,1/23/2016 20:00,4
632ba66e1f75aa28,2/14/2016,2/14/2016 20:00,2/9/2016 1:00,1
632ba66e1f75aa28,2/14/2016,2/14/2016 23:00,2/9/2016 1:00,2
db80363d35f10926,2/15/2016,2/15/2016 1:00,2/4/2016 21:00,12
24b9b2a020826ede,2/15/2016,2/15/2016 16:00,2/9/2016 14:00,2
db80363d35f10926,2/15/2016,2/15/2016 22:00,2/14/2016 19:00,2
24b9b2a020826ede,2/16/2016,2/16/2016 18:00,2/10/2016 17:00,3
f068442ebb6c246c,2/16/2016,2/16/2016 18:00,2/13/2016 19:00,2
3cad29d1a23209d2,2/16/2016,2/16/2016 21:00,2/16/2016 11:00,2
